datum_id,class_id,class_name,filename,file_id,clip_id,event_id,platform_id,cartridge_id,mic_id,channel_orientation,is_phone,day,duration_secs,split
22,7,12 Ga,7-oh_farm-benelli_m4-ERIN-oVENZmutCtcT-7.wav,oVENZmutCtcT,7,oh_farm,benelli_m4,federal_tg_12g_8s,ERIN,,0,1,1,train
23,7,12 Ga,7-oh_farm-benelli_m4-ERIN-oVENZmutCtcT-8.wav,oVENZmutCtcT,8,oh_farm,benelli_m4,federal_tg_12g_8s,ERIN,,0,1,1,test
24,7,12 Ga,7-oh_farm-benelli_m4-ERIN-oVENZmutCtcT-9.wav,oVENZmutCtcT,9,oh_farm,benelli_m4,federal_tg_12g_8s,ERIN,,0,1,1,train
25,7,12 Ga,7-oh_farm-benelli_m4-ERIN-oVENZmutCtcT-10.wav,oVENZmutCtcT,10,oh_farm,benelli_m4,federal_tg_12g_8s,ERIN,,0,1,1,train
26,7,12 Ga,7-oh_farm-benelli_m4-ERIN-oVENZmutCtcT-11.wav,oVENZmutCtcT,11,oh_farm,benelli_m4,federal_tg_12g_8s,ERIN,,0,1,1,train
27,7,12 Ga,7-oh_farm-benelli_m4-ERIN-oVENZmutCtcT-12.wav,oVENZmutCtcT,12,oh_farm,benelli_m4,federal_tg_12g_8s,ERIN,,0,1,1,train
28,7,12 Ga,7-oh_farm-benelli_m4-ERIN-oVENZmutCtcT-13.wav,oVENZmutCtcT,13,oh_farm,benelli_m4,federal_tg_12g_8s,ERIN,,0,1,1,train
29,7,12 Ga,7-oh_farm-benelli_m4-ERIN-oVENZmutCtcT-14.wav,oVENZmutCtcT,14,oh_farm,benelli_m4,federal_tg_12g_8s,ERIN,,0,1,1,val
30,7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-0.wav,mTFqUDeisOwx,0,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,left,0,1,1,train
31,7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-1.wav,mTFqUDeisOwx,1,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,left,0,1,1,train
32,7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-2.wav,mTFqUDeisOwx,2,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,left,0,1,1,train
33,7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-3.wav,mTFqUDeisOwx,3,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,left,0,1,1,test
34,7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-4.wav,mTFqUDeisOwx,4,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,left,0,1,1,train
35,7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-5.wav,mTFqUDeisOwx,5,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,left,0,1,1,train
36,7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-6.wav,mTFqUDeisOwx,6,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,left,0,1,1,train
37,7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-7.wav,mTFqUDeisOwx,7,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,left,0,1,1,train
38,7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-8.wav,mTFqUDeisOwx,8,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,left,0,1,1,train
39,7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-9.wav,mTFqUDeisOwx,9,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,left,0,1,1,val
40,7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-10.wav,mTFqUDeisOwx,10,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,left,0,1,1,train
41,7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-11.wav,mTFqUDeisOwx,11,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,left,0,1,1,train
42,7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-12.wav,mTFqUDeisOwx,12,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,left,0,1,1,train
43,7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-13.wav,mTFqUDeisOwx,13,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,left,0,1,1,test
44,7,12 Ga,7-oh_farm-benelli_m4-ALICE-mTFqUDeisOwx-14.wav,mTFqUDeisOwx,14,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,left,0,1,1,train
45,7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-0.wav,qKvFGVH668dt,0,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,right,0,1,1,train
46,7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-1.wav,qKvFGVH668dt,1,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,right,0,1,1,train
47,7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-2.wav,qKvFGVH668dt,2,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,right,0,1,1,train
48,7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-3.wav,qKvFGVH668dt,3,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,right,0,1,1,train
49,7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-4.wav,qKvFGVH668dt,4,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,right,0,1,1,val
50,7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-5.wav,qKvFGVH668dt,5,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,right,0,1,1,train
51,7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-6.wav,qKvFGVH668dt,6,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,right,0,1,1,train
52,7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-7.wav,qKvFGVH668dt,7,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,right,0,1,1,train
53,7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-8.wav,qKvFGVH668dt,8,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,right,0,1,1,test
54,7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-9.wav,qKvFGVH668dt,9,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,right,0,1,1,train
55,7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-10.wav,qKvFGVH668dt,10,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,right,0,1,1,train
56,7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-11.wav,qKvFGVH668dt,11,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,right,0,1,1,train
57,7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-12.wav,qKvFGVH668dt,12,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,right,0,1,1,train
58,7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-13.wav,qKvFGVH668dt,13,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,right,0,1,1,train
59,7,12 Ga,7-oh_farm-benelli_m4-ALICE-qKvFGVH668dt-14.wav,qKvFGVH668dt,14,oh_farm,benelli_m4,federal_tg_12g_8s,ALICE,right,0,1,1,val
60,7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T1_qL5KxhT-0.wav,O2T1_qL5KxhT,0,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,left,0,1,1,train
61,7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T1_qL5KxhT-1.wav,O2T1_qL5KxhT,1,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,left,0,1,1,train
62,7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T1_qL5KxhT-2.wav,O2T1_qL5KxhT,2,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,left,0,1,1,train
63,7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T1_qL5KxhT-3.wav,O2T1_qL5KxhT,3,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,left,0,1,1,test
64,7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T1_qL5KxhT-4.wav,O2T1_qL5KxhT,4,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,left,0,1,1,train
65,7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T1_qL5KxhT-5.wav,O2T1_qL5KxhT,5,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,left,0,1,1,train
66,7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T1_qL5KxhT-6.wav,O2T1_qL5KxhT,6,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,left,0,1,1,train
67,7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T1_qL5KxhT-7.wav,O2T1_qL5KxhT,7,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,left,0,1,1,train
68,7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T1_qL5KxhT-8.wav,O2T1_qL5KxhT,8,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,left,0,1,1,train
69,7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T1_qL5KxhT-9.wav,O2T1_qL5KxhT,9,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,left,0,1,1,val
70,7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T1_qL5KxhT-10.wav,O2T1_qL5KxhT,10,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,left,0,1,1,train
71,7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T1_qL5KxhT-11.wav,O2T1_qL5KxhT,11,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,left,0,1,1,train
72,7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T1_qL5KxhT-12.wav,O2T1_qL5KxhT,12,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,left,0,1,1,train
73,7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T1_qL5KxhT-13.wav,O2T1_qL5KxhT,13,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,left,0,1,1,test
74,7,12 Ga,7-oh_farm-benelli_m4-BOB-O2T1_qL5KxhT-14.wav,O2T1_qL5KxhT,14,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,left,0,1,1,train
75,7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A_XZq-0.wav,MGKvrV1A_XZq,0,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,right,0,1,1,train
76,7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A_XZq-1.wav,MGKvrV1A_XZq,1,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,right,0,1,1,train
77,7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A_XZq-2.wav,MGKvrV1A_XZq,2,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,right,0,1,1,train
78,7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A_XZq-3.wav,MGKvrV1A_XZq,3,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,right,0,1,1,train
79,7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A_XZq-4.wav,MGKvrV1A_XZq,4,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,right,0,1,1,val
80,7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A_XZq-5.wav,MGKvrV1A_XZq,5,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,right,0,1,1,train
81,7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A_XZq-6.wav,MGKvrV1A_XZq,6,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,right,0,1,1,train
82,7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A_XZq-7.wav,MGKvrV1A_XZq,7,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,right,0,1,1,train
83,7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A_XZq-8.wav,MGKvrV1A_XZq,8,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,right,0,1,1,test
84,7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A_XZq-9.wav,MGKvrV1A_XZq,9,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,right,0,1,1,train
85,7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A_XZq-10.wav,MGKvrV1A_XZq,10,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,right,0,1,1,train
86,7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A_XZq-11.wav,MGKvrV1A_XZq,11,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,right,0,1,1,train
87,7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A_XZq-12.wav,MGKvrV1A_XZq,12,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,right,0,1,1,train
88,7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A_XZq-13.wav,MGKvrV1A_XZq,13,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,right,0,1,1,train
89,7,12 Ga,7-oh_farm-benelli_m4-BOB-MGKvrV1A_XZq-14.wav,MGKvrV1A_XZq,14,oh_farm,benelli_m4,federal_tg_12g_8s,BOB,right,0,1,1,val
90,7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb_FhriX-0.wav,oPxOFb_FhriX,0,oh_farm,benelli_m4,federal_tg_12g_8s,PIXEL,,1,1,1,train
91,7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb_FhriX-1.wav,oPxOFb_FhriX,1,oh_farm,benelli_m4,federal_tg_12g_8s,PIXEL,,1,1,1,train
92,7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb_FhriX-2.wav,oPxOFb_FhriX,2,oh_farm,benelli_m4,federal_tg_12g_8s,PIXEL,,1,1,1,train
93,7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb_FhriX-3.wav,oPxOFb_FhriX,3,oh_farm,benelli_m4,federal_tg_12g_8s,PIXEL,,1,1,1,test
94,7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb_FhriX-4.wav,oPxOFb_FhriX,4,oh_farm,benelli_m4,federal_tg_12g_8s,PIXEL,,1,1,1,train
95,7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb_FhriX-5.wav,oPxOFb_FhriX,5,oh_farm,benelli_m4,federal_tg_12g_8s,PIXEL,,1,1,1,train
96,7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb_FhriX-6.wav,oPxOFb_FhriX,6,oh_farm,benelli_m4,federal_tg_12g_8s,PIXEL,,1,1,1,train
97,7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb_FhriX-7.wav,oPxOFb_FhriX,7,oh_farm,benelli_m4,federal_tg_12g_8s,PIXEL,,1,1,1,train
98,7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb_FhriX-8.wav,oPxOFb_FhriX,8,oh_farm,benelli_m4,federal_tg_12g_8s,PIXEL,,1,1,1,train
99,7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb_FhriX-9.wav,oPxOFb_FhriX,9,oh_farm,benelli_m4,federal_tg_12g_8s,PIXEL,,1,1,1,val
100,7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb_FhriX-10.wav,oPxOFb_FhriX,10,oh_farm,benelli_m4,federal_tg_12g_8s,PIXEL,,1,1,1,train
101,7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb_FhriX-11.wav,oPxOFb_FhriX,11,oh_farm,benelli_m4,federal_tg_12g_8s,PIXEL,,1,1,1,train
102,7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb_FhriX-12.wav,oPxOFb_FhriX,12,oh_farm,benelli_m4,federal_tg_12g_8s,PIXEL,,1,1,1,train
103,7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb_FhriX-13.wav,oPxOFb_FhriX,13,oh_farm,benelli_m4,federal_tg_12g_8s,PIXEL,,1,1,1,test
104,7,12 Ga,7-oh_farm-benelli_m4-PIXEL-oPxOFb_FhriX-14.wav,oPxOFb_FhriX,14,oh_farm,benelli_m4,federal_tg_12g_8s,PIXEL,,1,1,1,train
105,9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-0.wav,Dfk5PBBJ1eQF,0,oh_farm,winchester_1400,federal_tb_20g_rshp,DAVE,,0,1,1,train
106,9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-1.wav,Dfk5PBBJ1eQF,1,oh_farm,winchester_1400,federal_tb_20g_rshp,DAVE,,0,1,1,train
107,9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-2.wav,Dfk5PBBJ1eQF,2,oh_farm,winchester_1400,federal_tb_20g_rshp,DAVE,,0,1,1,test
108,9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-3.wav,Dfk5PBBJ1eQF,3,oh_farm,winchester_1400,federal_tb_20g_rshp,DAVE,,0,1,1,val
109,9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-4.wav,Dfk5PBBJ1eQF,4,oh_farm,winchester_1400,federal_tb_20g_rshp,DAVE,,0,1,1,train
110,9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-5.wav,Dfk5PBBJ1eQF,5,oh_farm,winchester_1400,federal_tb_20g_rshp,DAVE,,0,1,1,train
111,9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-6.wav,Dfk5PBBJ1eQF,6,oh_farm,winchester_1400,federal_tb_20g_rshp,DAVE,,0,1,1,train
112,9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-7.wav,Dfk5PBBJ1eQF,7,oh_farm,winchester_1400,federal_tb_20g_rshp,DAVE,,0,1,1,train
113,9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-8.wav,Dfk5PBBJ1eQF,8,oh_farm,winchester_1400,federal_tb_20g_rshp,DAVE,,0,1,1,train
114,9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-9.wav,Dfk5PBBJ1eQF,9,oh_farm,winchester_1400,federal_tb_20g_rshp,DAVE,,0,1,1,train
115,9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-10.wav,Dfk5PBBJ1eQF,10,oh_farm,winchester_1400,federal_tb_20g_rshp,DAVE,,0,1,1,train
116,9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-11.wav,Dfk5PBBJ1eQF,11,oh_farm,winchester_1400,federal_tb_20g_rshp,DAVE,,0,1,1,train
117,9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-12.wav,Dfk5PBBJ1eQF,12,oh_farm,winchester_1400,federal_tb_20g_rshp,DAVE,,0,1,1,test
118,9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-13.wav,Dfk5PBBJ1eQF,13,oh_farm,winchester_1400,federal_tb_20g_rshp,DAVE,,0,1,1,val
119,9,20 Ga,9-oh_farm-winchester_1400-DAVE-Dfk5PBBJ1eQF-14.wav,Dfk5PBBJ1eQF,14,oh_farm,winchester_1400,federal_tb_20g_rshp,DAVE,,0,1,1,train
120,9,20 Ga,9-oh_farm-winchester_1400-ERIN-wRH0P1fpv2pT-0.wav,wRH0P1fpv2pT,0,oh_farm,winchester_1400,federal_tb_20g_rshp,ERIN,,0,1,1,train
121,9,20 Ga,9-oh_farm-winchester_1400-ERIN-wRH0P1fpv2pT-1.wav,wRH0P1fpv2pT,1,oh_farm,winchester_1400,federal_tb_20g_rshp,ERIN,,0,1,1,train
122,9,20 Ga,9-oh_farm-winchester_1400-ERIN-wRH0P1fpv2pT-2.wav,wRH0P1fpv2pT,2,oh_farm,winchester_1400,federal_tb_20g_rshp,ERIN,,0,1,1,train
123,9,20 Ga,9-oh_farm-winchester_1400-ERIN-wRH0P1fpv2pT-3.wav,wRH0P1fpv2pT,3,oh_farm,winchester_1400,federal_tb_20g_rshp,ERIN,,0,1,1,train
124,9,20 Ga,9-oh_farm-winchester_1400-ERIN-wRH0P1fpv2pT-4.wav,wRH0P1fpv2pT,4,oh_farm,winchester_1400,federal_tb_20g_rshp,ERIN,,0,1,1,train
125,9,20 Ga,9-oh_farm-winchester_1400-ERIN-wRH0P1fpv2pT-5.wav,wRH0P1fpv2pT,5,oh_farm,winchester_1400,federal_tb_20g_rshp,ERIN,,0,1,1,train
126,9,20 Ga,9-oh_farm-winchester_1400-ERIN-wRH0P1fpv2pT-6.wav,wRH0P1fpv2pT,6,oh_farm,winchester_1400,federal_tb_20g_rshp,ERIN,,0,1,1,train
127,9,20 Ga,9-oh_farm-winchester_1400-ERIN-wRH0P1fpv2pT-7.wav,wRH0P1fpv2pT,7,oh_farm,winchester_1400,federal_tb_20g_rshp,ERIN,,0,1,1,test
128,9,20 Ga,9-oh_farm-winchester_1400-ERIN-wRH0P1fpv2pT-8.wav,wRH0P1fpv2pT,8,oh_farm,winchester_1400,federal_tb_20g_rshp,ERIN,,0,1,1,val
129,9,20 Ga,9-oh_farm-winchester_1400-ERIN-wRH0P1fpv2pT-9.wav,wRH0P1fpv2pT,9,oh_farm,winchester_1400,federal_tb_20g_rshp,ERIN,,0,1,1,train
130,9,20 Ga,9-oh_farm-winchester_1400-ERIN-wRH0P1fpv2pT-10.wav,wRH0P1fpv2pT,10,oh_farm,winchester_1400,federal_tb_20g_rshp,ERIN,,0,1,1,train
131,9,20 Ga,9-oh_farm-winchester_1400-ERIN-wRH0P1fpv2pT-11.wav,wRH0P1fpv2pT,11,oh_farm,winchester_1400,federal_tb_20g_rshp,ERIN,,0,1,1,train
132,9,20 Ga,9-oh_farm-winchester_1400-ERIN-wRH0P1fpv2pT-12.wav,wRH0P1fpv2pT,12,oh_farm,winchester_1400,federal_tb_20g_rshp,ERIN,,0,1,1,train
133,9,20 Ga,9-oh_farm-winchester_1400-ERIN-wRH0P1fpv2pT-13.wav,wRH0P1fpv2pT,13,oh_farm,winchester_1400,federal_tb_20g_rshp,ERIN,,0,1,1,train
134,9,20 Ga,9-oh_farm-winchester_1400-ERIN-wRH0P1fpv2pT-14.wav,wRH0P1fpv2pT,14,oh_farm,winchester_1400,federal_tb_20g_rshp,ERIN,,0,1,1,train
135,9,20 Ga,9-oh_farm-winchester_1400-ALICE-ouAyLDssxP13-0.wav,ouAyLDssxP13,0,oh_farm,winchester_1400,federal_tb_20g_rshp,ALICE,left,0,1,1,train
